Name,Department,Rating,Difficulty,Number of Reviews,Would Take Again
Meredith  Spoto,Legal Studies,4.0,3.3,4.0,0%
Jonathon Simon,Law,4.6,2.9,11.0,100%
Sima Belmar,Theatre & Dance,5.0,1.8,13.0,100%
Genaro Padilla,English,4.7,2.3,10.0,100%
Mark Kettler,History,,,,
David Shuster,Earth  Planetary Sciences,3.8,3.5,9.0,63%
David Sklansky,Law,,,,
Daniel Schneider,Sociology,4.4,3.2,9.0,67%
Wayne Sousa,Environmental Science,4.5,2.8,11.0,84%
Charles Briggs,Anthropology,3.9,2.8,35.0,100%
Upkar Ubhi,Asian Studies,3.0,2.0,1.0,100%
Tyleen Kelly,English,4.7,4.0,3.0,100%
Kyle Russ-Navarro,Mathematics,4.3,3.0,3.0,100%
Ellie King,Chemistry,,,,
Zeyu Zheng,Industrial Engineering,4.9,3.8,4.0,100%
Patrick Beauchesne,Anthropology,3.4,4.1,9.0,100%
Scott Hassler,Earth Science,4.1,2.6,21.0,64%
Fae Myenne Ng,Asian Studies,4.9,1.8,15.0,100%
Michel Laguerre,Ethnic Studies,2.8,1.4,15.0,67%
Paul Thomas,Political Science,2.0,3.7,13.0,
David Harding,Sociology,4.2,3.8,6.0,84%
Neil Viernes,Chemistry,3.5,3.2,37.0,0%
Gavin Williams,Music,5.0,3.0,1.0,100%
Jenna Burrell,Information Systems,,,,
Stephen Booth,English,3.6,2.9,33.0,
Corrine Riddell,Public Health,,,,
Asad Ahmed,Near Eastern Studies,4.8,2.9,8.0,100%
Alexis Peri,History,,,,
Dennis Feehan,Statistics,,,,
Julia Havard,Theatre & Dance,4.0,3.0,2.0,100%
John Lott,Mathematics,5.0,3.0,22.0,92%
Lou Macher,German,4.0,3.0,1.0,100%
Maximilien Zahnd,History,,,,
Aaron Parsons,Astronomy,2.8,4.8,6.0,50%
Jim McGuire,Biology,4.3,4.0,10.0,100%
Deborah Gordon,Anthropology,1.5,4.0,2.0,0%
Daniel Sargent,History,5.0,3.4,29.0,100%
Eliot Bessette,Film,3.3,4.2,4.0,50%
Pamela Duffy,Political Science,3.0,1.5,2.0,50%
Jack Moehle,Civil Engineering,4.7,3.4,9.0,100%
Munis Faruqui,Asian Studies,5.0,3.3,30.0,100%
Yi Ma,Electrical Engineering,3.0,3.8,3.0,50%
Robert Birgeneau,Physics,3.5,4.0,12.0,88%
Sara Mameni,Ethnic Studies,5.0,3.0,1.0,100%
Kerry Shannon,History,5.0,2.0,1.0,100%
Richard Kern,French,4.3,2.5,6.0,100%
Silvia Tiwon,Asian Studies,2.0,3.0,1.0,0%
Lawrence Cohen,Anthropology,3.0,3.2,38.0,34%
Andres Rodriguez-Clare,Economics,4.5,3.0,2.0,100%
Joey Kellner,History,5.0,2.0,4.0,100%
Steve Lehman,Biology,3.8,3.2,12.0,0%
David Sedlak,Civil Engineering,4.9,3.4,9.0,84%
Simona Balan,Public Health,3.7,2.7,3.0,67%
David Graves,Chemical Engineering,3.6,3.3,4.0,0%
Astar Winoto,Biology,2.9,4.1,10.0,67%
Darlene Francis,Psychology,4.5,2.5,31.0,
Flavio Silva de la Mora,Anthropology,5.0,3.0,2.0,100%
NIMA Moini,Mathematics,5.0,4.0,1.0,100%
Sean Freeder,Political Science,4.5,3.5,13.0,93%
Carolyn Abbott,Mathematics,5.0,3.4,9.0,100%
Jonas Wellendorf,Scandinavian,5.0,2.6,8.0,100%
Jeremy Lovejoy,Mathematics,5.0,2.8,4.0,100%
Marla Feller,Biology,4.4,3.4,5.0,80%
Clare Talwalker,International Studies,4.3,3.4,40.0,69%
Christopher Scott,English,5.0,3.5,5.0,100%
Adam Benkato,Near Eastern Studies,5.3,3.1,7.0,100%
Matthew DeJong,Civil Engineering,3.8,3.8,5.0,80%
Nazune Menka,Legal Studies,5.0,3.0,1.0,100%
Kristin Persson,Materials Science,4.0,5.0,1.0,100%
Victoria Plaut,Legal Studies,4.5,3.5,2.0,100%
Thomas Gepts,Sociology,,,,
Daryl Preece,Bioengineering,1.0,4.0,2.0,0%
James Davies,Music,5.0,2.4,18.0,100%
Qiang Zhou,Biology,3.8,3.8,16.0,100%
Larry Rosenthal,Public Policy,4.0,2.4,10.0,100%
Hayden Taylor,Mechanical Engineering,4.8,3.1,13.0,93%
Alexei Yurchak,Anthropology,3.8,3.0,18.0,86%
K R Ryan,Biology,3.6,3.5,14.0,40%
Qing Zhou,Psychology,5.0,1.8,4.0,100%
Geoff Penington,Physics,5.0,5.0,1.0,100%
Michael Orland,Music,4.6,2.9,9.0,100%
Delia  Neyra Tercero,Languages,4.8,2.8,4.0,100%
Sylvie Corteel,Mathematics,4.0,3.0,7.0,100%
Jasenka Rakas,Civil Engineering,5.0,2.9,11.0,100%
Robert Goldman,Religious Studies,4.5,1.7,17.0,100%
Jonathan Osler,Education,,,,
Rui Wang,Chemical Engineering,3.0,3.0,1.0,100%
Jeffrey Chambers,Geography,2.8,3.1,5.0,67%
Kunxin Luo,Biology,4.0,3.0,13.0,50%
Nick Farrell,Engineering,,,,
Richard Saykally,Chemistry,3.4,3.3,106.0,30%
Diana Bautista,Biology,3.5,2.5,13.0,84%
Shachar Kariv,Economics,3.8,4.0,20.0,89%
Nathan John,Architecture,3.5,3.8,6.0,84%
Margaret Chowning,History,3.8,3.0,15.0,100%
Chris Herold,Theatre & Dance,5.0,4.0,67.0,97%
Charles Huang,Arts amp Humanities,4.8,1.9,10.0,100%
Iris Mauss,Psychology,5.0,2.0,12.0,100%
Achilles Speliotopoulos,Physics,4.1,4.8,76.0,65%
Ami Zins,Rhetoric,4.9,2.0,14.0,100%
Dara O'Rourke,Environmental Science,4.4,2.5,12.0,100%
Michael Dalebout,Rhetoric,5.0,3.1,4.0,100%
Katharina Kaiser,Philosophy,5.0,2.5,2.0,100%
Barbara Richter,Near Eastern Studies,4.3,3.3,6.0,100%
Michael Larkin,Writing,5.0,3.0,33.0,100%
Georgina Kleege,English,4.8,2.5,11.0,100%
Chad Denton,International Studies,3.2,3.7,16.0,53%
Eric Stanley,Women's Studies,4.9,2.8,9.0,100%
Kipling Will,Biology,4.8,2.9,34.0,89%
Koji Shimizu,Mathematics,4.0,4.0,2.0,100%
Katrin Wierheim,Mathematics,2.0,3.5,2.0,0%
Dora Zhang,English,2.5,3.9,9.0,60%
Mairi McLaughlin,French,5.0,3.4,9.0,100%
Sukanya Banerjee,English,5.0,3.0,3.0,100%
Brett Driben,Comparative Literature,5.0,2.0,3.0,100%
Antonio Montalban,Mathematics,3.4,2.8,10.0,67%
Laurent Coscoy,Biology,3.3,4.4,13.0,80%
Jessica Laser,English,5.0,3.0,3.0,100%
Daniel Warren,Philosophy,3.3,3.9,54.0,43%
David Nadler,Mathematics,4.6,4.0,38.0,85%
Lakshya Jain,Computer Science,4.5,2.5,2.0,100%
Stanley Levers,Italian,,,,
Lisandro Claudio,Asian Studies,3.5,3.0,2.0,50%
Vira Semenova,Business Administration,,,,
Doug Leeds,Business Administration,5.0,2.4,3.0,100%
Dennis Baldocchi,Environmental Science,3.4,3.8,22.0,55%
Lila Shiera,Women's Studies,,,,
Steve Chow,Mathematics,1.0,5.0,1.0,0%
Rue Taylor,Scandinavian,,,,
David Wagner,Computer Science,4.5,3.0,31.0,97%
Ani Adhikari,Statistics,5.0,4.0,137.0,94%
Russell Ahn,Physical Ed,4.1,2.8,20.0,100%
Duer-Berrick Jill,Sociology,3.9,2.9,6.0,60%
James Webb,Business Administration,3.5,4.3,21.0,53%
Daryl Chrzan,Materials Science,4.3,3.9,15.0,100%
Melanie Chandra,English,3.9,1.8,7.0,50%
Nasser Zakariya,Rhetoric,4.3,3.4,6.0,60%
Heather Gray,Physics,1.0,4.5,2.0,0%
Aaron Streets,Bioengineering,4.0,5.0,1.0,
Elizabeth Kovats,Business Administration,2.0,3.0,1.0,0%
Kevin Williams,Public Health,4.0,3.0,1.0,100%
Taryn Flock,Mathematics,4.8,2.0,2.0,100%
Robert Harley,Engineering,4.0,3.3,12.0,80%
Melanie Phillips,Political Science,4.3,4.0,25.0,76%
Ryan Hass,Mathematics,4.3,4.6,28.0,80%
Alan Pomerantz,Legal Studies,5.0,3.9,17.0,100%
Chris Rycroft,Mathematics,2.2,3.8,14.0,50%
Tatsuki Yoshida,Biology,5.0,3.0,1.0,100%
Venkat Anantharam,Electrical Engineering,3.5,3.5,2.0,100%
Bernt Wahl,Engineering,3.8,2.0,2.0,100%
Jake Kosek,Geography,3.8,2.8,24.0,72%
Joseph Lough,Interdisciplinary Studies,3.0,3.5,13.0,43%
Greg Bonetti,Comparative Literature,4.7,3.1,9.0,
Per-Olof Persson,Mathematics,4.6,3.8,35.0,100%
Eric Longfellow,English,5.0,4.1,14.0,100%
Ahmad Diab,Near Eastern Studies,3.1,3.5,4.0,50%
Morgan Jennings,English,,,,
Nicholas Gooding,Philosophy,1.0,3.0,1.0,
Stathis Gerostathopoulos,Architecture,,,,
Thomas Maimone,Chemistry,4.5,4.5,5.0,100%
Eugene Hightower,Psychology,,,,
Andrew Atwood,Architecture,5.0,2.5,2.0,100%
Dinying Sun,Mechanical Engineering,1.4,5.0,3.0,
Dingyi Sun,Engineering,3.0,5.0,1.0,100%
Marta Gonzalez,City & Regional Planning,3.0,2.4,3.0,100%
Angela Johnson,Psychology,,,,
Regis Barnichon,Economics,4.0,3.4,3.0,100%
Matthew Sherburne,Materials Science,,,,
Naeem Zafar,Computer Science,5.0,3.0,2.0,100%
John Elrick,Geography,4.6,3.1,11.0,91%
Brooks Abel,Chemistry,2.4,3.4,3.0,100%
Hengrui Luo,Computer Science,5.0,4.0,1.0,100%
Brenda Rosado,Italian,2.0,3.0,1.0,
Edward Kaas,Business Administration,2.0,4.5,2.0,
Anna Dini,Italian,5.0,2.5,2.0,100%
Lara Kueppers,Earth & Planetary Sciences,2.8,4.3,4.0,34%
Christine Palmer,American Studies,3.9,4.0,47.0,59%
Dini Wong,Physical Education,3.9,4.1,31.0,59%
Beth Piatote,Ethnic Studies,4.9,2.3,5.0,100%
John Ferrari,Classics,5.0,3.1,24.0,92%
Ina Choi,Languages,4.5,3.4,8.0,88%
Khalid Kadir,International Studies,4.8,3.4,53.0,91%
Mia Fuller,Italian,3.8,2.1,19.0,80%
Katherine Wagner,Economics,2.7,4.2,7.0,43%
Saikat Chaudhuri,Business Administration,4.5,3.4,5.0,100%
Ryan Mcwilliams,English,5.0,3.0,3.0,100%
Jesse Nyiri,English,5.0,3.0,2.0,100%
David Milnes,Music,3.6,2.3,28.0,58%
Harry Burson,Film,,,,
Gary Richards,Anthropology,4.4,4.0,46.0,74%
Lance Kriegsfeld,Psychology,4.1,3.5,22.0,73%
Lisa Iwamoto,Architecture,3.1,4.1,17.0,67%
Christopher Tomlins,Legal Studies,3.4,3.3,12.0,78%
Ramon Grosfoguel,Ethnic Studies,3.3,2.8,25.0,84%
Winnie Wong,Rhetoric,3.6,3.6,16.0,70%
Lila Huettemann,Languages,3.2,4.1,8.0,
Dana Buntrock,Architecture,2.9,3.9,10.0,50%
Josh Hug,Engineering,5.0,4.0,76.0,97%
Vivek Shende,Mathematics,2.2,4.0,27.0,28%
Spencer Adams,Rhetoric,,,,
Kelly Agnew,Biology,,,,
Paola Bacchetta,Women's Studies,3.1,2.8,39.0,63%
Khiara Bridges,Law,,,,
Alexandra Pfiffner,Linguistics,5.0,3.4,10.0,100%
Michal Reznizki,English,3.9,3.4,4.0,100%
Jason Vivrette,Italian,5.0,2.0,14.0,100%
Jitendra Malik,Computer Science,4.0,2.8,4.0,50%
Barbara Barnes,Women's Studies,5.0,2.8,73.0,87%
Nora Melnikova,Languages,4.9,3.0,9.0,100%
Michael Larice,City & Regional Planning,3.1,4.1,18.0,77%
Clayton Radke,Chemical Engineering,4.1,4.1,32.0,100%
Richie Kim,Philosophy,5.0,3.9,26.0,100%
Jingshen  Wang,Public Health,,,,
Erika  Weissinger,Public Policy,5.0,2.0,4.0,100%
Darren Cooke,Business Administration,4.0,1.5,2.0,100%
Christina Bejarano,Landscape Architecture & Regional Planning,2.0,3.0,1.0,
Sarah Chasins,Computer Science,5.0,2.0,1.0,100%
Simo Cocco,Italian,,,,
Devin Coleman-Derr,Plant Biology,4.5,3.5,2.0,100%
Justin  Davidson,Spanish,5.0,2.8,4.0,100%
Ian Kivelin  Davis,"Art, Media, & Design",,,,
Derfogail Delcassian,Bioengineering,1.0,5.0,1.0,
Mengxuan Yang,Mathematics,,,,
Katherine Mezur,Comparative Literature,3.7,2.7,3.0,100%
Daniela Cammack,Political Science,3.6,3.4,38.0,71%
Koushil Sreenath,Mechanical Engineering,4.5,3.9,4.0,100%
Yoko Hasegawa,East Asian Studies,,,,
Laura Hassner,Business Administration,,,,
Will Hymer,Statistics,5.0,2.5,2.0,100%
Bec Imrich,"Art, Media, & Design",,,,
Michael Jansson,Economics,5.0,3.0,1.0,100%
Rucker Johnson,Public Policy,,,,
Ali Kashani,Philosophy,,,,
Micah Khater,African-American Studies,5.0,2.5,2.0,100%
Laurie Wilkie,Anthropology,3.6,2.0,34.0,100%
Penny Weiser,Earth Science,4.8,1.3,4.0,100%
Janaki Bakhle,History,2.0,3.5,2.0,0%
Harry Scheiber,Legal Studies,3.0,1.5,2.0,0%
Fraydoun Rezakhanlou,Mathematics,3.5,3.9,38.0,
Cort Worthington,Business Administration,3.3,3.0,23.0,84%
Mark Kubinec,Chemistry,3.8,3.1,128.0,60%
Konstantine Magin,Economics,1.7,3.4,29.0,0%
Panayiotis  Papadopoulos,Aerospace Studies,,,,
Aditya Parameswaran,Information Systems,,,,
Jessica Reimche,Biology,2.0,4.0,1.0,
Lon Rork,Physical Education,2.1,4.1,10.0,100%
Dylan Rylan,Sociology,,,,
Meredith Sadin,Public Policy,,,,
Flavio Santini,History,5.0,5.0,1.0,100%
Henrik Scheller,Biology,1.5,5.0,5.0,
Brian Delay,History,5.0,3.3,54.0,96%
Leslie Kurke,Classics,4.6,3.1,27.0,100%
Jonathan Lang,English,2.8,4.3,40.0,36%
Petr  Horava,Physics,,,,
JD Allen,Psychology,2.9,4.8,12.0,100%
George Balazs,Biology,,,,
Jessica Berman Hirigoyen,Theatre & Dance,,,,
Amanda Bridges,Architecture,,,,
Liam Waters,Scandinavian,1.0,4.0,1.0,
Kara Wittman,English,5.0,2.0,1.0,100%
Britt Glaunsinger,Biology,5.0,3.0,3.0,100%
Virginia Foggo,Philosophy,,,,
Omar Wasow,Political Science,5.0,2.0,1.0,100%
Jordan Mursinna,History,,,,
Babak Ayazifar,Electrical Engineering,4.8,3.8,88.0,90%
Sandra  McCoy,Public Health,,,,
Kenneth Worthy,Earth Science,4.0,2.4,24.0,87%
Richard  Allen,Earth & Planetary Sciences,,,,
Diana Thow,Italian,3.0,3.0,5.0,100%
Michael Moran,Theatre & Dance,,,,
Karine Gibbs,MolecularCellular Biology,2.8,4.0,30.0,59%
Xueyin (Snow)  Zhang,Philosophy,,,,
Isabel Jiang,Legal Studies,5.0,2.0,3.0,100%
Nicholas Weaver,Computer Science,3.5,3.9,24.0,72%
Adam Lucas,Statistics,3.0,4.1,97.0,58%
Booth Wilson,English,,,,
Brooke  lober,Women's Studies,4.9,2.4,21.0,100%
Juan Burgos,Journalism,,,,
Zvezdelina Stankova,Mathematics,3.8,4.3,267.0,67%
Audrey Meunier,French,2.0,4.0,1.0,
Laura Richard,Art History,5.0,4.0,1.0,
Sarah Reynolds,Economics,1.4,4.5,15.0,
Alexander Coward,Mathematics,4.0,2.5,65.0,100%
Christina Schwartz,Slavic Languages & Literatures,5.0,2.0,2.0,100%
Tom Baker,Environ. Sci. Policy & Mgmt.,4.0,3.0,1.0,100%
Tolanni Britton,Education,,,,
Jennifer Stokes,Civil Engineering,2.0,4.0,1.0,0%
Mariana Somma,Business Administration,5.0,2.0,1.0,100%
Patricia  Steenland,English,,,,
Firuzan Sumertas,History,,,,
Ysis Tarter,Data Science,2.6,1.8,5.0,100%
John Vogel,Plant Biology,3.0,3.0,1.0,100%
trent  walker,Women's Studies,,,,
Jen Chywan Wang,Nutrition,3.0,1.5,2.0,100%
Jikang Wang,Mathematics,2.0,3.8,3.0,100%
Patricia Zambryski,Biology,3.4,3.0,9.0,34%
Peter Koroteev,Mathematics,3.1,3.3,9.0,50%
Mark Borgschulte,Economics,2.6,2.0,4.0,0%
Carla Hesse,History,4.6,2.8,5.0,100%
Anne Walsh,Art,4.5,2.5,7.0,100%
Curtis Dahn,Music,,,,
Miles Taylor,Film,,,,
Lesdi Robleto,Art History,3.0,3.0,1.0,
Simona Lazzerini,East Asian Studies,5.0,2.0,1.0,100%
Kevin Healy,Materials Science,,,,
Thomas Walsh,Theatre  Dance,,,,
Rosalind Diaz,English,,,,
John Bishop,English,3.9,2.8,47.0,
Rachel Shoup,Psychology,3.4,2.3,16.0,
Richard Taruskin,Music,3.1,4.1,17.0,
Anthony Bulloch,Classics,3.8,1.8,63.0,
George Lakoff,Linguistics,3.2,2.8,16.0,
Josefina Lundblad,Slavic Languages  Literatures,,,,
Gene  Brucker,History,,,,
Elizabeth Horevitz,Social Welfare,,,,
Nilofar Gardezi,English,,,,
Dylan Feldman,Computer Science,,,,
Todd Glass,Law,,,,
Isabelle Angieri,Architecture,,,,
Robert Rhew,Environ. Sci. Policy  Mgmt.,,,,
Sara Beckman,Engineering,,,,
Stan Taubman,Social Welfare,,,,
W. Hugh Woodin,Mathematics,2.4,3.4,60.0,
Ed McLaughlin,Biology,3.8,3.0,10.0,
Louise Fortmann,Environmental Science,4.3,2.5,8.0,
Jim Demmel,Engineering,3.2,3.3,16.0,
Ishmael Reed,English,5.0,3.0,2.0,
John Forte,Biology,4.0,3.6,7.0,
Andrew C. Janos,Political Science,3.1,3.0,42.0,
David Karol,Political Science,2.3,2.8,44.0,
David Johnson,History,3.5,3.0,15.0,
Katherine Milton,Environmental Science,4.4,3.0,11.0,
Jack Silver,Mathematics,2.3,2.9,36.0,
Donald Weston,Biology,4.3,3.3,3.0,
Michelle Tsutsui,Art,5.0,1.0,2.0,
Oscar Dubon,Materials Science,2.5,4.0,1.0,
Ashley Brock,Comparative Literature,4.0,3.0,2.0,0%
Chen-Hui Tsai,Chinese,5.0,2.8,4.0,100%
Alice Miller Cotter,Music,5.0,3.0,1.0,100%
Armando Lara-Millaacuten,Sociology,,,,
Cara Stanley,African-American Studies,3.3,3.6,5.0,
Anders Diana,Rhetoric,2.8,4.0,3.0,
Galina Schwartz,Economics,2.3,3.1,29.0,
Jack Rasmus,Economics,1.0,4.3,3.0,
Christian Santesteban,Economics,2.4,4.2,23.0,
Marcus Opp,Business Administration,3.8,3.3,23.0,
Jaleh Pirnazar,Near Eastern Studies,3.8,2.0,9.0,0%
Ting XU,Materials Science,,,,
Claire Marie Stancek,English,,,,
Andrew Ly,Music,3.0,3.0,1.0,0%
Scott Moura,Civil Engineering,5.0,2.0,2.0,100%
Ted Grudin,Environ. Sci. Policy & Mgmt.,4.4,1.9,7.0,100%
David Wessel,Music,2.6,2.3,4.0,
Pnina Feldman,Business Administration,4.8,3.3,3.0,
Mara Jacobsen,Italian,4.8,2.0,2.0,
Diana Challis,Astronomy,4.0,5.0,2.0,
Brendan Prawdzik,English,3.7,3.7,3.0,
Jonathan Wallis,Psychology,3.1,4.1,11.0,
Jessica Gelber,Philosophy,3.0,2.5,2.0,
Hari Dharan,Mechanical Engineering,2.4,2.8,6.0,
Michael Botchan,Biology,2.2,3.0,3.0,
Mark Angel,Not Specified,5.0,1.0,1.0,
Brian Egdorf,Slavic Languages & Literatures,3.5,2.0,1.0,
Alan Cerf,Business Administration,3.1,1.9,8.0,
Alejandro Graziano,Economics,1.0,5.0,1.0,
Tyson Hausdoerffer,Comparative Literature,4.0,3.3,4.0,
Alan Jose,Spanish,2.7,2.6,5.0,
Charles McClain,Legal Studies,3.6,3.6,5.0,
Natalia Belfiore,Biology,2.3,4.5,2.0,
Andrew Wurmser,Biology,2.8,3.1,21.0,
Joshua Park,Physics,5.0,1.0,1.0,
Vivek Subramanian,Electrical Engineering,3.0,2.5,4.0,
Tania Lombrozo,Psychology,3.1,3.2,11.0,
Jamie Keller,Business Administration,1.8,3.0,6.0,
Randy Hester,Landscape Architecture & Regional Planning,4.6,2.5,10.0,
Paula Varsano,Chinese,4.1,4.0,13.0,100%
Alexandre Chorin,Mathematics,2.2,3.2,25.0,
Richard Norgaard,Economics,3.6,2.2,5.0,
Lloyd Goldwasser,Biology,2.8,1.0,2.0,
Steven Ruzin,Biology,3.7,1.8,5.0,
Damon English,Physics,4.8,3.8,4.0,
Kimberly Quince,Philosophy,3.0,4.0,1.0,
Clyde Sugahara,Statistics,4.4,1.9,7.0,
Helena Keeffe,Art,1.5,2.0,1.0,
Richard Legates,Urban Design & Development,3.3,2.7,3.0,
Marco Prina,Italian,5.0,3.0,1.0,
Berend Smit,Chemical Engineering,1.3,4.5,6.0,
Joshua Sussan,Mathematics,4.7,1.7,3.0,
John Harte,Environ. Sci. Policy & Mgmt.,3.7,4.2,5.0,
Lisa Little,Slavic Languages & Literatures,5.0,2.3,3.0,
Mike Rielly,Business Administration,5.0,2.0,1.0,
Mary Cavanaugh,Social Welfare,4.5,2.3,4.0,
Mary Hoopes,Legal Studies,4.0,2.7,3.0,
John Lie,Sociology,3.0,3.4,5.0,
John.D. Coates,Biology,4.0,3.0,2.0,
Stephen Vaisey,Sociology,2.7,3.4,24.0,
Jason Bodik,Comparative Literature,2.5,1.0,2.0,
Peggy Hackney,Theatre & Dance,3.0,3.0,1.0,
Ryan Copus,Legal Studies,4.0,3.0,1.0,
Lior Pachter,Mathematics,3.3,3.2,17.0,50%
Michael Pollan,Journalism,,,,
Stephanie Etting,Anthropology,2.4,3.1,9.0,0%
Fouzieyaha Towghi,Women's Studies,1.7,4.4,5.0,0%
Bruce Buffett,Earth Science,4.5,3.9,5.0,100%
Sunhee Kim,Public Health,,,,
Daniel Perlstein,Education,,,,
Lucy Sirianni,English,5.0,4.0,1.0,
Mark Griffith,Theatre  Dance,,,,
Carolyn Hill,Writing,4.9,2.3,13.0,100%
Priya Kalra,Cognitive Science,1.0,3.0,1.0,0%
Sarah Knuth,Geography,4.7,3.0,3.0,
Elizabeth Raddock,Asian Studies,3.5,2.5,2.0,
Megan O'Connor,English,5.0,2.0,1.0,
Miriam Petruck,Writing,1.5,4.0,3.0,
Jennifer Devine,Geography,5.0,4.0,1.0,
Karim El Gendy,Near Eastern Studies,3.8,3.0,2.0,
Stefan Hoffmann,History,3.5,4.0,1.0,
Renee Pastel,Film,4.0,3.4,3.0,50%
Nayantara Bhatnagar,Statistics,2.9,3.1,7.0,
Mary Miller,English,,,,
Meir Karlinsky,Business Administration,4.0,2.5,11.0,100%
Benjamin Klein,History,3.0,2.5,4.0,
Zoe Draghi,Legal Studies,,,,
Raka Ray,Sociology,4.5,2.2,39.0,100%
Terry Johnson,Bioengineering,,,,
Sarah W Whitt,African-American Studies,,,,
Mary Main,Psychology,3.9,3.4,7.0,100%
Slawomir W. Hermanowicz,Civil Engineering,2.8,3.6,7.0,0%
Jeremy Soh,Anthropology,,,,
Carly Giffin,Psychology,5.0,2.0,1.0,100%
Amy Kim,Art,3.1,4.7,3.0,0%
Malcolm Potts,Public Health,3.8,2.1,15.0,
Olga Matich,Languages,3.6,2.5,4.0,100%
Randy Katz,Computer Science,3.3,3.9,12.0,34%
Andrew Stewart,Art History,3.8,3.7,28.0,
Jenna Hanks,Sociology,,,,
Bruce Newsome,International Studies,3.3,2.9,8.0,34%
Jennifer Shin,Statistics,1.0,4.0,2.0,0%
James Lamb,Sociology,3.3,2.9,7.0,67%
Ellen Oliensis,Classics,4.3,2.9,18.0,100%
Imke De Pater,Earth Science,1.0,5.0,2.0,0%
Rebecca Triano,Chemistry,1.0,3.0,1.0,0%
Andy Shogan,Business Administration,5.0,2.5,2.0,100%
Hertha Wong,American Studies,4.0,2.4,5.0,100%
Alan Kluegel,Legal Studies,5.0,3.0,1.0,
Scott Schiffer,Environ. Sci. Policy & Mgmt.,,,,
Carol Christ,English,2.0,3.0,4.0,0%
Dexter Hough-Snee Zavalza,Spanish,5.0,2.3,3.0,100%
Seth Finnegan,Biology,4.8,1.8,3.0,100%
Bob Calonico,Music,4.7,1.6,29.0,100%
Steven Edward Boggs,Physics,4.4,3.7,48.0,
Kevin Padian,Biology,4.5,2.3,29.0,50%
A.J Gregor,Political Science,3.7,2.5,92.0,
Shannon Jackson,Rhetoric,3.5,2.0,4.0,
Andrew Garrett,Linguistics,4.9,3.6,33.0,86%
Jennifer Shanoski,Chemistry,3.6,3.8,13.0,
Leo Van Munching,Philosophy,4.5,3.1,28.0,
Heath Pearson,History,3.7,3.5,31.0,
David Winickoff,Environmental Science,4.4,2.9,17.0,
Benjamin Johnson,Mathematics,3.5,3.1,13.0,
Yuri Slezkine,History,4.4,2.9,21.0,100%
Ulysse Dutoit,French,3.6,1.8,11.0,
Andrew Lim,Industrial Engineering,4.7,3.2,5.0,
Julio Ramos,Not Specified,4.8,3.7,3.0,
Jonathan Haynes,Film,4.7,2.4,5.0,
Jamie O'Connell,Law,4.2,2.8,7.0,50%
Trevor Potter,Mathematics,,,,
Carolyn Finney,Environmental Science,4.1,1.5,14.0,
Mary Cudahy,Comparative Literature,4.7,3.0,3.0,
Andrew Moisey,Film,4.3,3.0,4.0,
Adrian Willoughby,Psychology,3.8,2.5,2.0,
Meghan Anderson,Mathematics,3.8,2.7,3.0,
Slavica Naumovska,English,4.1,3.6,7.0,
Rebecca Falkoff,Italian,3.4,4.0,8.0,
Milton Azevedo,Spanish,4.1,1.9,7.0,
Giovanni Biasin,Italian,4.8,2.5,20.0,
Miriam Lee,Portuguese,4.8,2.0,4.0,
Mark Stacey,Engineering,4.8,2.6,7.0,100%
Nicole Johnson,Business Administration,4.4,3.2,6.0,
Jesus Rodriguez-Velasco,Spanish,4.1,2.0,4.0,
Juan Pestana,Civil Engineering,4.8,2.3,8.0,
Robert Cooter,Legal Studies,4.5,2.0,9.0,
Joshua Bloom,Astronomy,4.6,1.8,12.0,
Tony Barnosky,Biology,4.7,3.4,5.0,100%
James Harker,Rhetoric,4.8,3.2,9.0,
Markus Pauly,Biology,4.8,2.6,9.0,
Ella Mershon,English,5.0,3.0,1.0,
Kim Klein,Social Welfare,4.7,2.0,3.0,100%
Maria Nondorf,Business Administration,4.5,1.5,2.0,
Yasmine Van Pee,Art History,4.4,3.5,8.0,
Martyn Smith,Public Health,4.0,2.0,2.0,
Beth Williams,Writing,4.9,2.0,4.0,
Cassie Cook,Nutrition,4.9,3.0,23.0,
John Lanier,Classics,4.8,3.5,2.0,
Brad Rogers,Rhetoric,4.7,3.0,5.0,
Rebecca Heald,Biology,4.1,1.8,5.0,100%
Michael Souza,Psychology,4.8,2.1,8.0,
Greg Barton,Biology,4.3,2.7,3.0,
Theo Johnson-Freyd,Mathematics,4.5,3.4,6.0,100%
Sharad Vikram,Computer Science,4.3,1.2,5.0,
Linda Choi,Not Specified,4.5,3.0,1.0,
Sharon Hsu,English,5.0,3.0,1.0,
Bilal Ibrahim,Near Eastern Studies,4.0,2.5,2.0,
Johnathan Vaknin,Comparative Literature,3.8,2.5,2.0,
Nuo XU,Electrical Engineering,4.0,3.0,1.0,
Mark Levin,Chemistry,,,,
C. Oliver O'Donnell,Art History,4.6,3.0,4.0,
Lee Panich,Anthropology,4.5,1.0,1.0,
Leti Volpp,Legal Studies,4.3,3.2,8.0,50%
Shanti Morell-Hart,Anthropology,5.0,3.0,2.0,
Chad Crosson,English,4.8,3.3,6.0,
Daniela Blei,History,4.8,2.7,3.0,
Stephen Gross,History,4.6,3.0,4.0,
Tyler Lange,History,3.5,3.1,15.0,
Megan Brennan,Chemistry,4.8,3.0,2.0,
Sebastian Griscti,Spanish,5.0,1.5,18.0,
